fecha;autor;tweet
2021-02-18 22:44:32;DoriselDiaz;@Sr_Churchill @PaulD3D @joseantoniokast Ya no está
2021-02-18 22:44:25;PordenoneBudoia;@los4diablos12 @FafuC @Lafacha8 @CesarAlcntara10 @jusevar25 @AtienzaCortes @MaTeres72775470 @kathymoragas… https://t.co/3lHjLjkRyf
2021-02-18 22:41:38;Carlos05371724;@Sr_Churchill @PaulD3D @joseantoniokast elimino la cuenta el 🐷
2021-02-18 22:40:10;Lilileiton1;"@DoriselDiaz @LadyAgathaC Aquí tenemos.
@joseantoniokast 
@tere_marinovic 
Falta más gente con carácter."
2021-02-18 22:38:29;maurolero;@Sr_Churchill @LauritadeGodoy @PaulD3D @joseantoniokast Ya se defeco jajajsjsjs
2021-02-18 22:35:14;Yarelly91868667;@etoledog @lily__L Abbott inscostitucional @sebastianpinera @ivanmoreirab @hiranechecho @joseantoniokast… https://t.co/aWSCqsPJtw
2021-02-18 22:29:56;mbilbaos;@LugaresdeV @DavdFuenmayr @joseantoniokast De acuerdo.
2021-02-18 22:29:52;ALVAROEOU;@hertzvillegas @joseantoniokast @reydanann https://t.co/t6QSE8db23
2021-02-18 22:29:41;PaulaGu86323167;@joseantoniokast @giorgia01 @DMatamala Payaso 🤡 Matamala
2021-02-18 22:27:59;SILVIAT73556040;@Sr_Churchill @PaulD3D @joseantoniokast Ya desapareció de la red el cobarde ese....
2021-02-18 22:24:22;fteuber;@EFEnoticias Me están jodiendo !!!! Donde está la cámara indiscreta .... Que opinan??? @melnicksergio… https://t.co/9O0iLa7JLt
2021-02-18 22:20:45;Ricaloren;@Sr_Churchill @PaulD3D @joseantoniokast Eliminó la cuenta
2021-02-18 22:19:37;emf_viral;@Sr_Churchill @PaulD3D @joseantoniokast Sasparecio
2021-02-18 22:18:22;docbarrera;Pero mira esta wue.....@joseantoniokast ... Se fue a la mierda la credibilidad del @PLRchile https://t.co/LwaSQSFKI6
2021-02-18 22:18:04;oscararriagada9;@RealExpedito @Carabdechile @CarabAraucania @GobiernodeChile @biobio @gene_llerena @joseantoniokast @melnicksergio… https://t.co/Bris0QYPIV
2021-02-18 22:17:12;intrin_guliss;@jotabrain @tere_marinovic @andyneuit @macarenasoledad @MaresCuarentona @PLRchile @Elysalinasr1 @melnicksergio… https://t.co/lcjB8XZyoP
2021-02-18 22:16:57;FontirroigPablo;@glorianaveillan @tere_marinovic @YouTube @aprachile @claucortezm @farru @joseantoniokast @AldoDuqueSantos… https://t.co/cx1AINTUeI
2021-02-18 22:14:40;JavierAmaru;@EquipoOrrego_14 @joseantoniokast @PLRchile Y lo fascista en que clase lo aprendió colega?
2021-02-18 22:13:03;RealExpedito;Y si @Carabdechile @CarabAraucania se pone los pantalones y no se va? Y detienen a la comunacha por no usar mascari… https://t.co/EtCkBot1vP
2021-02-18 22:11:38;loreym86;@Sr_Churchill @PaulD3D @joseantoniokast NO APARECE
2021-02-18 22:06:37;EFranzani;@joseantoniokast @biobio @duna @CorteSupremaJ @FiscaliaCR @morgado_cortes @AFZR2 @BernarditaCo @pdhernandezf… https://t.co/ppZiGAfpSE
2021-02-18 22:06:22;abaldassareg;@joseantoniokast Presidente bueno para nada, hace cosas para estirar el chicle e irse sin mojarse el lomo... un asco 🤮
2021-02-18 22:05:29;wilckensilse;@joseantoniokast @Al86069376Luisa Y luego , periodicamente  y en forma aleatoria,  todos los empleados publicos, ju… https://t.co/K2WQUzOy4k
2021-02-18 22:04:02;lapamedechigua;@Sr_Churchill @PauDiFontana8 @PaulD3D @joseantoniokast El cobarde la cerró
2021-02-18 22:03:03;benjagro;@PLRchile @joseantoniokast @RojoEdwards @chilevision Menos mal que me lo perdí y no desperdicie tiempo valioso jajaja
2021-02-18 22:01:10;PaoNoni;@Sr_Churchill @PaulD3D @joseantoniokast No tá nà.... 🤷‍♀️ https://t.co/kCaOHV5Bcb
2021-02-18 21:58:39;XimeRodh;@Sr_Churchill @PaulD3D @joseantoniokast Se arrancó
2021-02-18 21:57:11;DorisEs81301925;@Sr_Churchill @PaulD3D @joseantoniokast No sé puede entrar a su cuenta
2021-02-18 21:56:06;RanitaSinFiltro;"ALGUIEN CON PANTALONES QUE SAQUE LA VOZ ???
POR QUE LOS HOMBRES, DE HOMBRES NO TIENEN NADA...!!!
COMO NI UN HUEON L… https://t.co/4PvhAh9DjT"
2021-02-18 21:55:36;sangcont;...trabajando la próxima Presidente de Chile!...dónde están los dirigente del colegio de profesores (flojos):… https://t.co/VwX0ubk0ph
2021-02-18 21:54:19;Prk92554867;@Makeka @Tere36317736 @ColegioProfes @joseantoniokast @LucasPalaciosC Y mientras tanto Víctor Chanfreau alias manfi… https://t.co/upiH0g4XiK
2021-02-18 21:47:13;camilaf42392262;@tatty1977 @cata_1910 @Sr_Churchill @PaulD3D @joseantoniokast pero ese imbecil no sabe ni exponer con claridad sus… https://t.co/ASrJsdWceW
2021-02-18 21:43:12;madman9873;@joseantoniokast @RojoEdwards Deja el tolueno, pobre weon
2021-02-18 21:42:39;camilaf42392262;@Patrici74886213 @MarinHomerk @Sr_Churchill @PaulD3D @joseantoniokast QUIEN?
2021-02-18 21:42:33;madman9873;@Menichile @joseantoniokast @RojoEdwards Deja el neopren
2021-02-18 21:39:46;Ricardo79989241;@Sr_Churchill @PaulD3D @joseantoniokast ya murio 😅
2021-02-18 21:39:20;PEPEVIAL;@Gaby_G_18 @aquinatense11 @JoseMezaPereira @AR_Est_Central @cecyfreire2107 @joseantoniokast @Vengodevuelta16… https://t.co/lHR728VDdX
2021-02-18 21:39:19;CORRADAVERA;@joseantoniokast  apoyo total una gran persona y un líder innato junto a Don Felipe grandes personas
