fecha;autor;tweet
2021-02-18 22:35:26;Itsuki81K;"#新型コロナ  ＃アビガン ＃ファビピラビル 

チリ：レコレータのダニエル・ハドゥエ市長は、Covid-19の治療のための薬剤アビファビルの使用に関する公衆衛生研究所（ISP）の検査が観察なしで合格したと報告した。「私たちはすで… https://t.co/XUTsEBj8pf"
2021-02-18 22:35:11;donmanguz;@danieljadue Si funciona otra buena señal. Al parecer todo indica que el.bicho va en retirada.
2021-02-18 22:33:08;TioManoloCL;@danieljadue ¿y cual es la solución?
2021-02-18 22:32:36;MannzaTony;@Cperezcarvallo @baradit @BSepulvedaHales @jeannette_jara @danieljadue @mtamayor Chile es líder a nivel latinoameri… https://t.co/JaKlLH8r0Q
2021-02-18 22:32:07;AprueboNada;@danieljadue 7 conejillos de india
2021-02-18 22:31:24;elramiroms;@DisidentesChile @danieljadue @lcch La cago el desprecio que tienen por la verdad
2021-02-18 22:31:22;MannzaTony;@Cperezcarvallo @baradit @BSepulvedaHales @jeannette_jara @danieljadue @mtamayor Ya po, quieres que lleven un corde… https://t.co/4z5qIg8qfS
2021-02-18 22:30:24;valiuskalira;, 💪💪 https://t.co/Nr6vXRWvbd
2021-02-18 22:29:01;JorgePobleteSa1;@jafesafe @lramirez1972 @danieljadue @Naid_28 No sabe escribir correctamente en Español y comprenderá la diferencia… https://t.co/ljpAMQ0C6s
2021-02-18 22:27:47;RoseMolKo;👏👏 ese es mi futuro presi https://t.co/JycGRrDorI
2021-02-18 22:27:40;MarcelinMarshal;@United_English @Alejandro4758 @danieljadue Y con la Sputnik V se declararon AntiVacuna de la vacuna Rusa
2021-02-18 22:26:35;claudiodonosop1;@danieljadue Trae las gotas del dictador
2021-02-18 22:26:28;LuisMSierraM;@danieljadue @Pily_Constanza https://t.co/7cduOruu3r
2021-02-18 22:25:32;jonamontecinos1;@andresmunozd21 @danieljadue Pero para aprender se debe tener en cuenta la información disponible, los hechos histó… https://t.co/moFwPlWHkE
2021-02-18 22:25:07;JorgeRodrigoLe1;@lramirez1972 @danieljadue @Naid_28 Cero politica yo diria cero neurona
2021-02-18 22:24:50;Marcos77Diaz;@danieljadue Ojalá tenga algo que decir el miserable Alcalde de Coquimbo @CoquimboPereira , que hace poco no se pud… https://t.co/yiD88Bt5sJ
2021-02-18 22:24:35;elfachocola;Cuanto pago para que le dieran el visto bueno? Lo saco de las luces led? https://t.co/3aYEeSKWl6
2021-02-18 22:23:27;claulibertaria;@danieljadue Mientras la vacuna lleva más de 2 millones! Para cuando la prueba en pacientes esté lista Chile ya se habrá vacunado completo 🤭
2021-02-18 22:23:23;LaRegionHoy;"Inspección del ISP por uso de Avifavir fue exitosa asegura el alcalde Daniel Jadue

#COVID19
#Pandemia
#Avifavir… https://t.co/RCBsxtY4oF"
2021-02-18 22:23:10;ArthurFrank2020;Como siempre, vendiendo humo ... https://t.co/Hq56tP5Jrk
2021-02-18 22:23:08;patoadoc2;@danieljadue Tod el show para 7 pacientes.. uff. Que patético
