2020-09-03 06:13:47,b'RT @Pelaoqlocomics: \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1Ideas revolucionarias a todo vapor\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Chile needs more trains\n#CamionerosverguenzaNacional #YoApoyoParoDeCamioneros #A\xe2\x80\xa6'
2020-09-03 06:13:21,"b'RT @Pelaoqlocomics: \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1No sean fomes, \xc2\xa1si es bailar nomas!\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Chilean antifas force ppl to dance on streets\n#CamionerosSomosTodos #Camioneros\xe2\x80\xa6'"
2020-09-03 06:12:25,"b""RT @Pelaoqlocomics: \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1Delincientes, les llego su hora\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Chile's president doesn't care about violence in Chile\n#FueraAbbot #ChileApoyaALosC\xe2\x80\xa6"""
2020-09-03 06:10:59,b'RT @Pelaoqlocomics: \xf0\x9f\x87\xa8\xf0\x9f\x87\xb150 millones de ojos perdidos en la luche\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Antifas doing revolution are lying about their wounds\n#Comunismo #PlazaDeL\xe2\x80\xa6'
2020-09-03 06:09:19,b'RT @Pelaoqlocomics: \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1\xc2\xbfQue paso con los metaleros?\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8We need real men again\n#CamionerosPorChile #CamionerosSomosTodos #apruebo #Rechazo #RE\xe2\x80\xa6'
2020-09-03 05:18:19,"b""RT @Pelaoqlocomics: \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1Delincientes, les llego su hora\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Chile's president doesn't care about violence in Chile\n#FueraAbbot #ChileApoyaALosC\xe2\x80\xa6"""
2020-09-03 05:15:24,"b""RT @Pelaoqlocomics: \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1Delincientes, les llego su hora\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Chile's president doesn't care about violence in Chile\n#FueraAbbot #ChileApoyaALosC\xe2\x80\xa6"""
2020-09-03 04:46:38,b'@KaitMarieox Please @KaitMarieox watch this video: https://t.co/cfyPjZum4v\n\n#FreeJohnCobin #Rechazo #RECHAZOCRECE'
2020-09-03 03:24:01,b'@WevosCon Seca @andyneuit #Rechazo #RECHAZOCRECE #RechazoGanaEnOctubre'
2020-09-03 01:28:14,b'@joseantoniokast Grande Mr. Kast! \n#RechazoGanaEnOctubre #RechazoSinMiedo #Rechazo #RECHAZOCRECE  #RechazoNuevaConstitucion \xf0\x9f\x87\xa8\xf0\x9f\x87\xb1\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1'
2020-09-03 00:13:18,b'In Chile art is so valued that I have to go out and sell in English (irony)\nBruno Corbari #NovelaApuntodeCaer and\xe2\x80\xa6 https://t.co/qfDpiSwjNU'
2020-09-03 00:07:28,b'https://t.co/DDZXYfN9ET Al aire via streaming\n\n#Inglaterra \n#FakeNews \n#FondeateEnCasa \n#Chile \n#Rechazo\xe2\x80\xa6 https://t.co/P7B1kpSpCY'
2020-08-31 23:59:56,b'Matthei dice q Longueira mientras no resuelva su causa c/SQM no debe presidir la UDI y acepta q las protestas es x\xe2\x80\xa6 https://t.co/ZmZ5xZEEJr'
2020-08-31 23:59:55,"b'RT @matiasasun: Pues es la \xc3\xbanica soluci\xc3\xb3n, yo #Apruebo el #CierreFundicionVentanas'"
2020-08-31 23:59:55,b'RT @Indignados19: Vamos que se puede #Apruebo #ConvencionConstituyente \nMe sigues \nTe sigo\nVamos por los 3.000!!!! https://t.co/lwrkPk7Zv9'
2020-08-31 23:59:45,b'RT @nanosfero: #NoTenemosMiedo y nunca lo tendremos #CamionerosTerroristas \n\n#Apruebo'
2020-08-31 23:59:41,b'@WuachonaRica En lo personal me va Entre mal y Como las Weas .... por eso fum\xc3\xb3 y #Apruebo'
2020-08-31 23:59:41,"b'RT @Icarus3012: Impresionante... como salieron a tergiversar y torcer todo lo que ayer dijo @danieljadue en T. Cero... est\xc3\xa1n aterrados, des\xe2\x80\xa6'"
2020-08-31 23:59:27,"b'RT @WillyGuillermoA: @melnicksergio Sergio f\xc3\xadjese lo que hace Cadem, pregunta si est\xc3\xa1 de acuerdo en pasar directo a la Convenci\xc3\xb3n Constituy\xe2\x80\xa6'"
2020-08-31 23:59:26,b'RT @SolRojo_____: Buena tarde a todosss !!!\nEn octubre arrasamos \n\nApaguen la tele !!!\n\n#AprueboConvencionConstitucional \n#Apruebo https://\xe2\x80\xa6'
2020-08-31 23:59:26,b'#Apruebo https://t.co/AQtZ1Odswr'
2020-08-31 23:59:24,b'#NoTenemosMiedo y nunca lo tendremos #CamionerosTerroristas \n\n#Apruebo'
2020-08-31 23:59:22,b'RT @emi_iturriaga: Me encanta que un alcalde sin miedo transparente verdades que en Chile se olvidan por tener memoria a corto plazo Longue\xe2\x80\xa6'
2020-08-31 23:59:10,b'RT @Pinto04035: @JoviNomas Toda la raz\xc3\xb3n. La mejor propaganda del \xc3\xbaltimo tiempo. #Apruebo #ConvencionConstituyente'
2020-08-31 23:59:00,"b'RT @PicoEnElOjo8: Ya caur@s del #Apruebo, vengo a alumbrar a @Arlex_nadian, esta chiquilla deja como nuevo cualquier pc de forma remota y a\xe2\x80\xa6'"
2020-08-31 23:58:54,"b'RT @vueltadpagina: Kast, Longueira.. tratando de ensuciar a el #Apruebo.. Pero bueno, eso significa que reconocen que el Rechazo no tiene p\xe2\x80\xa6'"
2020-08-31 23:58:54,b'@aleosorivera Te sigo... hasta en infinito y m\xc3\xa1s all\xc3\xa1!!! #apruebo'
2020-08-31 23:58:52,b'RT @cesargacituaa: #Apruebo #AprueboConvencionConstitucional https://t.co/7fk4A8UypG'
2020-08-31 23:58:43,"b'RT @valiuskalira: #Apruebo #ConvencionConstitucional\nVamos acabar de enterrar una Constituci\xc3\xb3n Fascista. No ser\xc3\xa1 f\xc3\xa1cil, no ser\xc3\xa1 de inmediat\xe2\x80\xa6'"
2020-08-31 23:58:40,b'RT @SteffaniApruebo: Qu\xc3\xa9 ganas me dieron de marchar rodeada de gente buena onda y valiente! \n#Apruebo #NoTenemosMiedo #ElPlebiscitoEsDelPue\xe2\x80\xa6'
2020-08-31 23:58:34,b'@kon_respeto F\xc3\xa1cil el Botox le dejo tiesa la \xc3\xbanica neurona q tiene este weas ! En todo casi no conozco ning\xc3\xban facho\xe2\x80\xa6 https://t.co/khHSbHxFww'
2020-08-31 23:58:32,b'RT @PedroDavisU: El pueblo financia al pueblo\nVecinos de a pie trabajando por el #Apruebo y #ConvencionConstitucional https://t.co/S7TmtCLM\xe2\x80\xa6'
2020-08-31 23:58:29,"b'RT @Diego_Schalper: Yo no creo que porque Pablo Longueira se ponga la camiseta del #Apruebo, significa que @PamJiles lo recibir\xc3\xa1 con una ch\xe2\x80\xa6'"
2020-08-31 23:58:27,b'RT @GloRiaSeDyk: Desde las 19 hrs #ElPlebiscitoEsDelPueblo apoye si es #Apruebo siga a cada uno ! https://t.co/ofI3UOU7ar'
2020-08-31 23:58:26,b'@Rossanabessone Te sigo... hasta en infinito y m\xc3\xa1s all\xc3\xa1!!! #apruebo'
2020-08-31 23:58:22,b'Es que A-M\xc3\x89\n#Apruebo\n#ConvencionConstitucional https://t.co/yT9cv5mfJ9'
2020-08-31 23:58:16,"b'RT @vueltadpagina: Kast, Longueira.. tratando de ensuciar a el #Apruebo.. Pero bueno, eso significa que reconocen que el Rechazo no tiene p\xe2\x80\xa6'"
2020-08-31 23:58:16,"b'Sofia Staiger y @SerranoElena, las dos mujeres. Una todav\xc3\xada estudia en el colegio y la otra es abogada y coach. Sof\xe2\x80\xa6 https://t.co/AhiAC72qXe'"
2020-08-31 23:58:13,"b'RT @paz_charpentier: Muchas gracias, Javier! Personas #apruebo esto es una batalla de #ciudadanos contra #pol\xc3\xadticos \xc2\xa1Que no le mientan! No\xe2\x80\xa6'"
2020-08-31 23:58:11,b'#Apruebo #NuevaConstitucion #ConvencionConstitucional https://t.co/p5euiF6iLs'
2020-08-31 23:58:10,b'@Jota__Ese @BrennusVaccare1 Te sigo... hasta en infinito y m\xc3\xa1s all\xc3\xa1!!! #apruebo'
2020-08-31 23:57:52,b'RT @marylen61: #ElPlebiscitoEsDelPueblo\nXq el Pueblo se lo gan\xc3\xb3 en la calle\nNos vemos el 25 de Octubre \n#Apruebo y #ConvencionConstituciona\xe2\x80\xa6'
2020-08-31 23:57:52,"b'RT @PcLasCondes: Muchachada: \n""Por encargo de tod@s quienes desean construir un mejor Chile, les traigo una novedad que no puede faltar en\xe2\x80\xa6'"
2020-08-31 23:57:48,b'@ElBrujo_29 \xe2\x98\x9d\xef\xb8\x8f Somos + con #Apruebo'
2020-08-31 23:57:47,"b'@yafuamun S\xc3\xad, ah\xc3\xad se quedan y la mayor\xc3\xada ""politizada"" anda llorando x los fondos o haciendo vainas x el #apruebo /a\xe2\x80\xa6 https://t.co/cBXdbupoL0'"
2020-08-31 23:57:46,"b'@tv_mauricio Ya cabros a cuidarse,  la mejor pol\xc3\xadtica p\xc3\xbablica de @sebastianpinera para controlar el coronavirus #Apruebo'"
